company/brand,stage,amount,location,what_it_does,funded_year,investors,founded,sector,headquarter,founders,investor,column10
Frontier Markets,Series A,2250000.0,,Women entreprenuers sells products and services to rural India,,,2011.0,Retail,Jaipur,Ajaitha Shah,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",
Brainwired,,2515000.0,,India’s first livestock health monitoring company,,,2018.0,Agriculture,Kerala,"Sreeshankar S Nair, Romeo P Jerard","Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",
Aye Finance,Series E,16753000.0,,A finance lender to SMEs,,,2014.0,Financial Services,Gurugram,"Vikram Jetley, Sanjay Sharma",Invest in Vision,
Paper Boat,,3700000.0,,Ecommerce platform for beverages and snacks,,,2013.0,Consumer Goods,Gurugram,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",
Ken42,,1470000.0,,A platform that caters to evolving needs of institutions,,,2019.0,Education,Bangalore,Ganesh Raju,Turbostart,
Forbidden Foods,Seed funding,1000000.0,,Packaged snacks company,,,,Consumer Goods,Delhi,Anuj Krishnan,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",
Universal Sportsbiz,,530000.0,,Indian fashion industry with on-trend products,,,2012.0,Consumer Goods,Bangalore,Anjana Reddy,NB Ventures,
Gobbly,Seed funding,500000.0,,A contactless retail store filled with fruits and veggies,,,,Retail,Gurugram,Ooshma Garg,Sauce vc,
Aerostrovilos,,2515000.0,,Manufactures micro gas turbines for power-based application,,,,Transportation & Logistics,Chennai,"Rohit Grover, Pradeep Thangappan",Mumbai Angels Network,
Mitron,Seed funding,267000.0,,Short Video and Social Platform,,,,Media & Entertainment,Bangalore,"Shivank Agarwal, Anish Khandelwal","3One4 Capital, LetsVenture",
Bulk MRO,,3344000.0,,A full stack B2B platform for industrial supplies,,,2015.0,Business Services,Mumbai,"Devang Shah, Gaurang Shah",Stride Ventures,
Inspektlabs,Series A,600000.0,,Focuses on building computer vision products for physical asset inspections,,,2019.0,IT & Technology,Delhi,"Devesh Trivedi, Sanchit","Better Capital, Titan Capital",
Big Bang Boom Solutions,Series A,1000000.0,,It developed integrated intellectual properties for defense,,,2018.0,IT & Technology,Chennai,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",Mumbai Angels Network,
Flinto,Series B,7200000.0,,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,,,2013.0,Education,Chennai,"Vijay Babu Gandhi, Shreenidhi Srirangam, Arunprasad Durairaj",Lightbox Ventures,
Zetwerk,Series C,21000000.0,,B2B marketplace that connects manufacturing companies for industrial equipements,,,2018.0,Business Services,Bangalore,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Greenoaks,
ChitMonks,Series A,650000.0,,Offers enterprise private platform for chit fund firms,,,2016.0,Financial Services,Hyderabad,Pavan Adipuram,Unicorn India Ventures,
Walrus,Pre-Seed funding,270000.0,,It provides banking solutions for teens and young adults,,,2019.0,Financial Services,Bangalore,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar",Better Capital,Pre-Seed
Arth Designbuild,,1100000.0,,Construction technology and solutions provider,,,,IT & Technology,Hyderebad,Swapnil Sahu,"Startup-O, Eden Ventures",
goDutch,Seed funding,1700000.0,,Group Payments platform,,,,Financial Services,Mumbai,"Aniruddh Singh, Riyaz Khan, Sagar Sheth","Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",Seed Round
Rusk Media,Seed funding,270000.0,,It creates video content,,,2019.0,Media & Entertainment,Delhi,Mayank Yadav,"InfoEdge Venture Fund, Sprout Venture Partners",
Bold Care,Pre-Seed funding,270000.0,,Digital platform that offers sexologist consultations for  men,,,2019.0,Healthcare & Life Sciences,Mumbai,"Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav","Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",
Samosa Party,,2515000.0,,Provides quality Indian Snacks,,,2017.0,Consumer Goods,Bangalore,Amit Nanwani,Inflection Point Ventures,
High Street Essentials,Series B,2743000.0,,The parent company of women's fashion brands FabAlley and Indya,,,2012.0,Retail,New Delhi,"Shivani Poddar, Tanvi Malik","SAIF Partners, India Quotient",
Byju's,,2515000.0,,Provides online learning classes,,,2011.0,Education,Bangalore,Byju Raveendran,BOND,
Slice,Series B,6082000.0,,A financial platform for youngsters,,,2016.0,Financial Services,Bangalore,Rajan Bajaj,Gunosy,
Bombay Play,Series A,1500000.0,,It designs and creates online multiplayer games,,,,Media & Entertainment,Bangalore,"Abhas Saroha, Oliver Jones","Leo capital, Ramakant Sharma",
Fullife,,6609000.0,,It sells sports nutrition supplements through a brand called Fast&Up,,,2011.0,Healthcare & Life Sciences,Mumbai,Varun Khanna,Amansa Capital,
Oziva,Series A,5000000.0,,Clean Label Active Nutrition Brand,,,2016.0,Consumer Goods,,"Aarti Gill, Mihir Gadani",Matrix Partners,
Aye Finance,Series E,27700000.0,,A finance lender to SMEs,,,2014.0,Financial Services,Gurugram,"Vikram Jetley, Sanjay Sharma","Capital G, Alphabet's Independent growth fund",
Aether Biomedical,Seed funding,270000.0,,"Medical robotics startup, focussed on developing rehabilitation devices",,,2016.0,Healthcare & Life Sciences,Delhi,"Dhruv Agrawal, Faith Jiwakhan",Chiratae Ventures,
91springboard,,5940000.0,,It offers collaborative workspace with varied amenities,,,2012.0,Business Services,Delhi,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",
Yulu,,3964000.0,,The electric and scooter rental startup,,,,Transportation & Logistics,,Amit Gupta,Rocketship,
Milkbasket,,5500000.0,,Hyperlocal delivery service startup,,,2015.0,Transportation & Logistics,Gurugram,Anant Goel,Inflection Point Ventures,
MergerDomo,,197000.0,,Global online corporate deal sourcing and consulting marketplace,,,2018.0,Business Services,Noida,"Hormazd Charna, Manoj Mishra","Nadir Godrej, Individual Investors",
GoMechanic,Series B,991265.0,,Find automobile repair and maintenance service providers,,,2016.0,Transportation & Logistics,Delhi,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal,
Milk Mantra,,10000000.0,,Produces Dairy Products,,,2009.0,Consumer Goods,Odisha,Srikumar Misra,US International Development Finance Corporation,
Myglamm,,4327000.0,,On-demand beauty services provider,,,2015.0,Consumer Goods,Mumbai,Darpan Sanghvi,"Tano India, L’Occitane, Bessemer",
Drishti Technologies,Series B,25000000.0,,"AI-based video analytics, data, and insights bring benefits to manufacturers",,,,IT & Technology,Bangalore,Prasad Akella,Sozo Ventures,
Instasolv,Series A,2000000.0,,It is a doubt-solving app for students from Class 6 to 12,,,2019.0,Education,Noida,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed,
GoldenPi,,459000.0,,An online aggregator of bonds and debentures available in the secondary market,,,2017.0,Financial Services,Bangalore,"Abhijit Roy, Samir Pratihar",Rainmatter Capital,
Peppermint,Seed funding,270000.0,,Industrial robotics startup,,,2020.0,IT & Technology,,"Runal Dahiwade, Nityanand Prabhutendolkar, Miraj C. Vora","Venture Catalysts, Naveen Kshatriya,",
Sarva,,2515000.0,,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,,,,Healthcare & Life Sciences,Mumbai,Sarvesh Shashi,Shikhar Dhawan,
Jai Kisan,Series A,3937000.0,,A platform that caters the need of customers in rural areas,,,2017.0,Financial Services,Mumbai,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures",
Agro2o,,2515000.0,,It develops products focused on making hydroponics-based farming,,,,Agriculture,New Delhi,Yash Vyas,Mumbai Angels Network,
LetsTransport,,1313500.0,,Offers techno logistics solutions,,,2015.0,Transportation & Logistics,Bangalore,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Stride Ventures,
GabbarDeals,,2515000.0,,Online-to-Offline platforms for mobile phones & accessories,,,,Retail,Pune,"Niraj Raka, Poonam Gugale, Piyush Raka",Venture Catalysts,
Crimson Healthcare,,229800.0,,It innovates cutting edge solutions for various problems in the healthcare system,,,2015.0,Healthcare & Life Sciences,Delhi,"Pranav Chopra, Neeraj Kumar",Mumbai Angels Network,
Biomoneta,Seed funding,270000.0,,It develops germicidal technologies,,,,Healthcare & Life Sciences,Bangalore,Dr Janani Venkatraman,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",
Edvizo,Seed funding,150000.0,,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",,,,Education,Bangalore,Ravi Nishant,Inflection Point Ventures,
Servify,Series C,11370000.0,,Operates device management and support platform,,,,IT & Technology,Mumbai,Sreevathsa Prabhakar,"Iron Pillar, Blume Ventures",
Drum Food,,5305000.0,,It runs yoghurt brand Epigamia,,,,Consumer Goods,Mumbai,"Rohan Mirchandani, Ganesh Krishnamurthy, Rahul Jain,Uday Thakkar.","Danone Manifesto, Mousse Partners",
Innoviti,Series C,2515000.0,,Digital payments solutions company,,,2002.0,IT & Technology,Bangalore,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners",
Jiffy ai,Series A,18000000.0,,Enterprise automation startup,,,2018.0,IT & Technology,,Babu Sivadasan,Nexus Venture Partners,
Postman,Series C,150000000.0,,API development platform startup,,,2014.0,IT & Technology,,"Abhijit Kane, Abhinav Asthana, Ankit Sobti",Insight Partners,
F5,,2515000.0,,It provides opportunities for its partner vendors to upsell and cross-sell their products.,,,2018.0,Retail,,"Raghav Arora, Lalit Kumar Aggarwal",Venture Catalysts,
Waycool,Series C,5500000.0,,Food development and distribution services,,,2015.0,Agriculture,Chennai,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank,
Myelin Foundry,,2515000.0,,"It builds AI based algorithms on video, voice and sensor",,,2019.0,IT & Technology,,"Dr Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann.",Pratithi,
Ameliorate Biotech,Seed funding,264000.0,,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.",,,,Healthcare & Life Sciences,Bangalore,"Dr Binita Shrivastava Tunga, Dr Rashbehari Tunga","PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI",
Hapramp,,1000000.0,,Startup working on technologies like blockchain and social media,,,2018.0,IT & Technology,Gurugram,"Shubhendra Vikram, Ankit Kumar",Anand Mahindra,
MyKaam,,2515000.0,,Online job searching and recruiting platform,,,2016.0,Business Services,Bangalore,Ashish Gupta,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",
HealthPlix,Series B,6000000.0,,It provides clinical software for doctors,,,2016.0,Healthcare & Life Sciences,Bangalore,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital",
YoloBus,Series A,3300000.0,,Intercity bus service startup,,,2019.0,Transportation & Logistics,Gurugram,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners,
iNurture Education,,4000000.0,,"It provides a conducive and healthy teaching, learning environment",,,,Education,,Ashwin Ajila,Kimera Ltd,
Pocket52,Series A,1750000.0,,An online poker playing platform,,,2017.0,Media & Entertainment,Bangalore,Nitesh Salvi,Gameskraft,
QuaQua,,1000000.0,,Virtual travel guide platform,,,2016.0,Travel & Tourism,Hyderabad,"Purav Shah, Sandesh Reddy",Anthill Ventures,
Crofarm,,1000000.0,,Supply chain that supports farmers and provides businesses with freshest produce,,,2016.0,Agriculture,Delhi,"Prashant Jain, Varun Khurana",Smile group,
Timios,Series A,2515000.0,,Provides healthy snacks for kids,,,,Consumer Goods,Bangalore,Aswani Chaitanya,Rangsons Technologies,
Wooden Street,Series A,3000000.0,,It enables to order custom furniture online,,,2015.0,Retail,Jaipur,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",IAN Fund,
BankBazaar,Series D,5967000.0,,Online marketplace that gives customers instant customised offers on loans and credit cards,,,2008.0,Financial Services,Chennai,"Adhil Shetty, Arjun Shetty, Rati Shetty,",WSV Capital,
Rentmojo,,2980000.0,,"Rental platform for furniture, appliances & electronics",,,2012.0,Transportation & Logistics,Bangalore,Geetansh Bamania,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",
Credgencies,Seed funding,270000.0,,Tech-enabled platform for resolution of non-performing assets,,,2018.0,Financial Services,,"Rishabh Goel, Anand Agrawal, Mayank Khera",Titan Capital,
Knorish,Series A,323000.0,,All-in-one knowledge commerce SaaS platform,,,,IT & Technology,Delhi,"Kinner N Sacchdev, Rakhi Wadhwa",100x VC,
LetsTransport,,1326000.0,,Offers techno logistics solutions,,,2015.0,Transportation & Logistics,Bangalore,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Black Soil,
Vahak,Seed funding,270000.0,,It enables logistic companies to conncet with transporters,,,2017.0,Transportation & Logistics,,"Karan Shaha, Vikas Chandrawat","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",
Nutrova,Series A,2515000.0,,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",,,2013.0,Consumer Goods,Mumbai,Akshay Pai,DSG Consumer Partners,
Cube Wealth,Mid series,500000.0,,A digital wealth management services,,,2018.0,IT & Technology,Mumbai,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding",
IVF Access,Series A,5000000.0,,It provdes IVF treatments,,,2019.0,Healthcare & Life Sciences,Bangalore,"Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy, Pravin Sethuraman",Vertex Ventures SEA & India,
Hoi Foods,Series A,2000000.0,,Quality food solution,,,2017.0,Consumer Goods,Delhi,Indrajeet Roy,Crowd Fund,
Ola Financial Services,Series A,27000000.0,,It operates Ola Money,,,,Financial Services,Bangalore,Bhavish Aggarwal,Matrix Partners,
Awifs,,5200000.0,,Provides office space solutions,,,2015.0,Business Services,Delhi,Amit Ramani,"Bisque Limited, Link Investment Trust.",
Dunzo,,55000000.0,,India-based hyperlocal delivery startup,,,2014.0,Transportation & Logistics,Bangalore,"Kabeer Biswas,  Mukund Jha, Dalvir Suri, Ankur Aggarwal",Undisclosed,
Swiflearn,Seed funding,270000.0,,Learning platform for K-10 students looking for personalised learning,,,2019.0,Education,Gurugram,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway",
Remedo,Series A,2515000.0,,The platform connects doctors with patients,,,2017.0,Healthcare & Life Sciences,Delhi,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures,
Blowhorn,,2515000.0,,Tech platform that connects logistics service seekers with mini-truck drivers,,,2014.0,Transportation & Logistics,Bangalore,"Mithun Srivatsa, Nikhil Shivaprasad",Trifecta Capital,
Toch,Series A,1000000.0,,"Helps online video creators, media companies, advertisers, and OTT platforms optimise their videos",,,,IT & Technology,Mumbai,"Vinayak Srivastav, Saket Dandotia, Alok Patil","Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",
Gram Cover,Series A,2515000.0,,It provides insurance products in rural areas,,,,Financial Services,Noida,Jatin Singh,"EMVC, Flourish, Omidyar Network India",
Coin DCX,,2500000.0,,Hybrid crypto exchange platform,,,2018.0,IT & Technology,Mumbai,"Sumit Gupta, Neeraj Khandelwal",Polychain Capital,
HomeCapital,,2515000.0,,Home Down Payment Assistance Program,,,,Financial Services,Mumbai,Lalit Menghani,Varanium NexGen Fund,
Euler Motors,Series A,2530000.0,,Startup focusses on electric vehicles,,,,Transportation & Logistics,Delhi,Saurav Kumar,Inventus III India Fund,
Riskcovry,Series A,2515000.0,,Offers various insurance products,,,2018.0,Financial Services,Mumbai,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",
NWNT (No Worry No Tension Healthcare),Series A,2515000.0,,Mental healthtech startup,,,,Healthcare & Life Sciences,Delhi,Sandeep Vohra,Amit Burman,
Voicezen,,2515000.0,,Conversational AI startup,,,,IT & Technology,Gurugram,Anurba Nath,Bharti Airtel,
Leap Club,Pre-Seed funding,340000.0,,Community led professional network for women,,,,Others,Gurugram,"Ragini Das, Anand Sinha","Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",
Credit Mantri,,792000.0,,Offers free credit score and a detailed credit analysis report,,,2012.0,Financial Services,Chennai,"Gowri Mukherjee, Ranjit Punja, Rajasundaram Sudarshan","IDG Ventures, Elevar Equity, Accion",
Xtracap,,1000000.0,,"Offers online payment solution,schemes, order management, insurance etc.,",,,,Financial Services,Gurugram,Mohammed Riaz,Angel Investors,
Tring,,2515000.0,,Celebrity engagement platform,,,2019.0,Media & Entertainment,Mumbai,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",
Vakilsearch,,2515000.0,,"Online platform for legal, tax and compliance services",,,2010.0,Business Services,Chennai,Hrishikesh Datar,Sujeet Kumar,
Khatabook,Series B,60000000.0,,It helps SMEs to maintain their accounts and ledger online.,,,,Financial Services,Bangalore,Ravish Naresh,B Capital Group,
LendingKart,Series D,11363000.0,,Provides working capital loans and business loans to MSMEs,,,2014.0,Financial Services,Ahmedabad,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",
Illumnus,Seed funding,100000.0,,Offers Collaborative learning management system for educational institutions,,,,Education,,"Akash Deep Singhal, Akshaya Singhal",Angel investors. HNI,
LetsTransport,,1715000.0,,Offers techno logistics solutions,,,2015.0,Transportation & Logistics,Bangalore,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,
Eggoz,Seed funding,329000.0,,"Provides technology backed, deep integration services to egg farmers",,,2017.0,Agriculture,Bihar,Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital",
Winuall,,2515000.0,,It helps coaching institutes in digitization,,,2018.0,Education,Bangalore,Ashwini Purohit,"Ankit Bhati, Nitin Gupta",
Indian School Finance Company,Seed funding,5271000.0,,NBFC that provides funding to education system,,,,Financial Services,Hyderabad,,Gray Matters Capital,
Juicy Chemistry,Series A,650000.0,,It focuses on organic based skincare products,,,2014.0,Others,,Pritesh Asher,Akya Ventures,
DeepTek,,2515000.0,,AI enabled radiology platform,,,2018.0,Healthcare & Life Sciences,Pune,"Amit Kharat, Ajit Patil, Aniruddha Pant",GHV Accelerator,
Stepathlon Lifestyle,,2515000.0,,It organises corporate wellness programs,,,2012.0,Healthcare & Life Sciences,Mumbai,"Krishnan, Shane Bilsborough","Josh Liberman, Mark Adams",
Sindhuja Microcredit,,8700000.0,,It provides financial services to self employed women entrepreneurs,,,2018.0,Financial Services,Noida,"Abhisheka Kumar, Malkit Didyala",Nordic Microfinance Initiative,
Rentmojo,,3226000.0,,"Rental platform for furniture, appliances & electronics",,,2012.0,Transportation & Logistics,Bangalore,Geetansh Bamania,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",
Tesco Charge Zone,,2515000.0,,Operates electric vehicle charging zone,,,,Transportation & Logistics,Gujarat,Kartikey Hariyani,Mumbai Angels Network,
Intello Labs,Series A,5900000.0,,Standardisation and Quality control of fruits & vegetables,,,2016.0,Agriculture,Gurugram,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,
SirionLabs,Series C,44000000.0,,"Provides procurement, outsourcing services & contract management software",,,2012.0,IT & Technology,Gurugram,Ajay Agrawal,"Tiger Global, Avatar Growth Capital",
Magicpin,,3879000.0,,"It is a local discovery, rewards, and commerce platform",,,2015.0,Others,Gurugram,"Anshoo Sharma, Brij Bhushan",Lightspeed Venture Partners,
GroCurv,Seed funding,270000.0,,"It offers a wide range of business related services like Branding, marketing, sales etc.,",,,2019.0,Business Services,Gurugram,"Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,
Refrens,Seed funding,1000000.0,,"Offers a free invoicing, payments and expense management system",,,2019.0,IT & Technology,Bangalore,"Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",
Shiprocket,Series C,13000000.0,,Tech enabled logistics aggregator,,,2017.0,Transportation & Logistics,,Saahil Goel,"Tribe Capital, Innoven Capital, BII",
Spyne,Series A,2515000.0,,Helps online businesses with visual content,,,,IT & Technology,Gurugram,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",
Nykaa,,8800000.0,,Deals in cosmetic and wellness products,,,2012.0,Retail,Mumbai,Falguni Nayar,Steadview capital,
Docsapp,,9500000.0,,Online doctor consultation app,,,2015.0,Healthcare & Life Sciences,Bangalore,Satish Kannan,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",
Phable,Series A,1000000.0,,"It creates an engagement loop between doctors, hospitals, and patients via its app",,,2018.0,Healthcare & Life Sciences,,"Sumit Sinha,  Mukesh Bansal",Inflection Point Ventures,
Generic Aadhaar,,2515000.0,,It provides a platform for entrepreneurs to access generic  medicine at low cost,,,,Healthcare & Life Sciences,,Arjun Deshpande,Ratan Tata,
Nium,,2515000.0,,Open global money platform,,,,Financial Services,,Prajit Nanu,"VisaVentures, BRI Ventures",
Mintoak,Series A,2000000.0,,Merchant payment solutions startup,,,,Financial Services,Mumbai,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,
VestSpace,,10000000.0,,It builds small satellite paltforms,,,2018.0,IT & Technology,Pune,Arun Kumar Sureban,Next Capital,
Blackbuck,,2515000.0,,Provides trucking services,,,2015.0,Transportation & Logistics,Bangalore,Rajesh Yabaji,Trifecta Venture,
Vernacular ai,Series A,5100000.0,,It offers Multiligual AI platform,,,2016.0,IT & Technology,Bangalore,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund",
Clover,,920000.0,,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,,,,Agriculture,Bangalore,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura",Alteria Capital,
Varthana,Series D,15000000.0,,Offers secured and unsecured loans,,,,Financial Services,Bangalore,Steve Hardgrave,ChrysCapital,
Codeninja,Seed funding,270000.0,,AI-powered 'no-code' platform which can generate application development code,,,2016.0,IT & Technology,Bangalore,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",
MetaMerphoSys,Series A,2515000.0,,Digital insurance platform for businesses,,,2016.0,Financial Services,Pune,"Amit Naik, Kewal Vargante",Good Capital,
Rooter,Series A,1700000.0,,Live sports engagement platform,,,2016.0,Media & Entertainment,Delhi,"Piyush, Dipesh Agarwal","Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",
Aker Foods,,2515000.0,,Ai driven supply chain platform,,,2019.0,Consumer Goods,Pune,Suraj Saste,Mumbai Angels Network,
Sascan Meditech pvt ltd,,2515000.0,,They are developing technology that can detect early cancerous cells,,,2015.0,Healthcare & Life Sciences,Kerala,Dr Subhash Narayanan,Unicorn India Ventures,
DailyHunt,,35600000.0,,News aggregator,,,2009.0,Media & Entertainment,,Virendra Gupta,Lupa India,
Pratilipi,Series C,9400000.0,,A digital platform that connects readers and writers in various languages,,,2014.0,Media & Entertainment,Bangalore,"Ranjeet Pratap Singh, Sankaranarayanan Devarajan, Sahradayi Modi, Rahul Ranjan, Prashant Gupta",Tencent,
Biryani By Kilo,Series B,790000.0,,Online paltform to order biryani,,,,Consumer Goods,Delhi,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",
Consure Medical,,480000.0,,"Novel platform technologies to manage, diagnose, and treat various GI disorders",,,,Healthcare & Life Sciences,Delhi,"Nishith Chasmawala, Amit Sharma","Accel Partners, Jungle Ventures",
Servify,,250000.0,,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,,,,Others,Mumbai,Sreevathsa Prabhakar,Barkawi,
Tessol,Series A,160000.0,,It provides end to end cold chain logistics solutions,,,,Transportation & Logistics,Mumbai,Rajat Gupta,1Funds Domestic Scheme,
Remedo,Series A,2515000.0,,"It helps doctors engage with patients, improve patient experience",,,,Healthcare & Life Sciences,Noida,Harsh Bansal,RiverRock Ventures,
News Reach,,2515000.0,,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",,,2018.0,Media & Entertainment,Ahmedabad,Darshan Shah,Mumbai Angels Network,
RoomSoom,,2515000.0,,It provides co-living and student rooms,,,2016.0,Real Estate,Noida,"Nitin Agrawal, Garima Agrawal",Mumbai Angels Network,
Pedagogy,,400000.0,,It has a single subscription model that allows users to access books and digital courses.,,,2015.0,Education,,"Archin Shah, Abhilash Sonwane, Ritesh Gandhi",Inflection Point Ventures,
Classplus,Series B,8200000.0,,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",,,2008.0,Education,Delhi,"Mukul Rustagi, Bhaswat Agarwal",RTP Global,
Medlife,,15500000.0,,It solves inadequacies in the healthcare delivery system through technology,,,2014.0,Healthcare & Life Sciences,Bangalore,"Tushar Kumar, Prashant Singh",Hero Fincorp,
Qin1,,2515000.0,,It is alearning platform for kids in the age group 5 to 14 yrs,,,,Education,Noida,"Ishan Gupta, Aarti Gupta",Venture Catalysts,
MYSUN,Series A,4257000.0,,Platform for rooftop solar energy solutions,,,2015.0,IT & Technology,Delhi,"Gagan Vermani, Divyanshu Sachdev, Gyan Prakash Tiwari",Undisclosed,
ShopX,,1410000.0,,B2B retail operating system,,,2015.0,Retail,Bangalore,"Amit Sharma, Apoorva Jois",Li and Fung,
Sarva,,2515000.0,,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,,,,Healthcare & Life Sciences,,Sarvesh Shashi,"Mantra Capital, Patni Family",
Expertrons,Seed funding,270000.0,,AI video bot platform for career hacks,,,,IT & Technology,Mumbai,"Vivek Gupta, Jatin Solanki","Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",
NewsBytes,Series A,1500000.0,,News portal,,,,Media & Entertainment,Gurugram,"Romesh Khaddar, Shikha Chaudhry, Sumedh Chaudhry",North Base Media,
Wagonfly,,500000.0,,Contactless shopping and delivery experience by using radio frequency to tag retail items,,,2018.0,Others,Bangalore,Raghavendra Prasad,Investment Trust of India,
NIRA,Series A,2100000.0,,It offers access and credit to working Indians,,,2018.0,Financial Services,,"Rohit Sen, Nupur Gupta",Angel investors,
Convosight,Series A,4000000.0,,It helps business gain insights from its community on Facebook groups,,,2019.0,IT & Technology,Hyderabad,"Tarun Dhamija, Kartik Bansal","IvyCap Ventures, Sequoia Capital",
Fittr,,2000000.0,,Fitness Social Network & Consultation Platform,,,,Healthcare & Life Sciences,Pune,Jitendra Chouksey,"Sequoia Capital Surge, Better Capital",
AsknBid,,2515000.0,,It builds algorithmic investing-based tech products,,,2018.0,Financial Services,Bangalore,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network,
Bira91,Series C,20000000.0,,Craft beer maker,,,2015.0,Consumer Goods,Bangalore,Ankur Jain,"Sequoia Capital, Sofina",
Finaureus Technologies,Series A,2515000.0,,Provides investment management solutions,,,2017.0,Financial Services,Pune,"Arindam Ghosh, U R Bhatt",Pinetree Capital,
Daily Ninja,,349800.0,,Online Milk Delivery startup,,,2014.0,Retail,Haryana,Sagar Yarnalkar,Big Basket,
